Número do Contrato,Objeto,Fundamento Legal,Modalidade Compra,Situação Contrato,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Código UG,Nome UG,Data Assinatura Contrato,Data Publicação DOU,Data Início Vigência,Data Fim Vigência,CNPJ Contratado,Nome Contratado,Valor Inicial Compra,Valor Final Compra
152020,Objeto: Serviços de pintura caiada de meio fio-- capina manual-- aceiro-- jardinagem-- roçada mecanizada/rastelagem incluindo descarte de resíduos-- com o fornecimento de todos os insumos entre outros-- em proveito do CINDACTA IV-- no estado de Roraima.,Fundamento Legal: Lei nº 8.666-- de 21/06/1993-- da Lei nº 10.520-- de 17/07/2002-- do Decreto nº 9.507-- de 21/09/2018 e suas alterações.,Pregão,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120630,GRUPAMENTO DE APOIO DE MANAUS,03/08/2020,04/08/2020,03/08/2020,03/08/2021,84540905000144,P P A COMERCIAL LTDA,143800.0000,143800.0000
122020,Objeto: Serviços de produção gráfica em condições especiais de segurança e sigilo com capacidade produtiva para diagramação-- impressão-- manuseio-- embalagem-- rotulagem e entrega dos cadernos de provas e materiais administrativos destinados à realização do ENEM.,Fundamento Legal: Lei 8.666/93.,Pregão,Publicado,26000,Ministério da Educação,26290,Instituto Nacional de Estudos e Pesquisas Edu,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,31/07/2020,04/08/2020,31/07/2020,31/07/2021,03858331000155,PLURAL INDUSTRIA GRAFICA LTDA,63062387.9500,63062387.9500
592020,Objeto: Aquisição de medicamentos-- tipo antimicrobianos-- sob demanda.,Fundamento Legal: Lei 13303/2016 e RLC EBSERH/HUUFMA,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155010,EBSERH HU-UFMA,19/05/2020,06/08/2020,19/05/2020,15/09/2021,01722296000117,PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,941800.0000,941800.0000
322020,Objeto: Aquisição de Cartucho.380 Auto ETOG 95gr,Fundamento Legal: LEI 13.303/2016,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,168005,INDUSTRIA DE MATERIAL BÉLICO DO BRASIL/FI,07/08/2020,10/08/2020,07/08/2020,07/08/2021,57494031000163,COMPANHIA BRASILEIRA DE CARTUCHOS,189000.0000,189000.0000
142020,Objeto: Contratação de manutenção,Fundamento Legal: Lei 8.666,Pregão - Registro de Preço,Pendente,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120039,GRUPAMENTO DE APOIO DO RIO DE JANEIRO,20/07/2020,04/08/2020,01/08/2020,01/02/2021,28484808000100,BURTONTEC ENERGIA E CONSTRUCOES LTDA,767089.6800,767089.6800
52020,Objeto: Prestação de serviços continuados de manutenção predial com disponibilização de mao de obra em regime de dedicação exclusiva.,Fundamento Legal: Lei 8666/93 e alterações,Pregão,Publicado,26000,Ministério da Educação,26422,Instituto Federal Catarinense,152254,IF CATARINENSE - CAMPUS BLUMENAU,13/07/2020,05/08/2020,10/08/2020,10/08/2021,00482840000138,LIDERANCA LIMPEZA E CONSERVACAO LTDA,57660.9600,57660.9600
122020,Objeto: Prestação de serviço por Organização Civil de Saúde na área de Psicopedagogia e terapia por método aba aos usuários do FUSEx/SAMED/PASS.,Fundamento Legal: Parágrafo único do Art 61 da Lei 8.666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,31/07/2020,03/08/2020,03/08/2020,02/08/2021,21055427000167,CASSIANA DESCOVI SOARES BEHENCK 01236625080,60000.0000,60000.0000
402020,Objeto: Prestação de serviços de saúde especializados-- de natureza contínua-- na área de Psicologia.,Fundamento Legal: Art 25-- caput da Lai 8666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160143,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,27/07/2020,05/08/2020,10/08/2020,09/08/2025,51192845153,IGNEZ CHARBEL STEPHANINI,300000.0000,300000.0000
232020,Objeto: O objeto do prsente instrumento é a aquisição de reagentes e insumos para a realização de exames de diagnóstico e monitoramento dos pacientes COVID-19 com fornecimento de Equipamento em regime de Comodato.,Fundamento Legal: Lei 13979/2020 e Regulamento de Licitações e Contratos EBSERH,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155018,EBSERH HUGV-UFAM,17/07/2020,05/08/2020,17/07/2020,16/10/2020,71957310000147,GREINER BIO-ONE BRASIL PRODUTOS MEDICOS HOSPITALARES LTDA,3600.0000,3600.0000
2102020,Objeto: Aquisição de Macacões Diversos,Fundamento Legal: Lei 13.979/20,Dispensa de Licitação,Publicado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,254445,INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,23/07/2020,04/08/2020,23/07/2020,23/10/2020,04883125000168,REPTEC EQUIPAMENTOS DE SEGURANCA E UNIFORMES LTDA,374000.0000,374000.0000
1702020,Objeto: Contratação emergencial de limpeza predial para a Unidade Regional de Cachoeira Paulista-- com disponibilização de mão de obra em regime de dedicação exclusiva-- que serão prestados nas condições estabelecidas no Termo de Referência. Este Termo de Contrato vincul-se ao Processo de Dispensa de Licitação identificado no preâmbulo e à proposta vencedora-- independentemente de transcrição. (R.D. Nº 01.06.017.0/20),Fundamento Legal: inciso IV do art. 24 da Lei nº 8.666/93--- Lei nº 10.520/02--- Decreto nº 9.507/18 e Instrução Normativa SEGES/MP nº 5/17.,Dispensa de Licitação,Publicado,24000,Ministério da Ciência-- Tecnologia-- Inovações ,24000,Ministério da Ciência-- Tecnologia-- Inovações ,240106,INSTITUTO NACIONAL DE PESQ. ESPECIAIS-INPE,24/07/2020,04/08/2020,24/07/2020,20/01/2021,19338879000104,E SERVICE SOLUCOES EM SERVICOS EIRELI,568256.2800,568256.2800
482020,OBJETO: Prestação de serviços de manutenção de scanner de microfilme modelo kodak 2400DSV-E serial 34015008-- incluindo visita tecnica-- limp eza-- calibração-- ajustes-- levantamento de defe itos e confecção de orçamento.,Fundamento Legal: Lei 13303/16-- art.29 inc.II e RILC art.177-- II.,Sem Informação,Fechado,39000,Ministério da Infraestrutura,39000,Ministério da Infraestrutura - Unidades com v,399003,COMPANHIA DOCAS DO ESTADO DE SAO PAULO,28/07/2020,06/08/2020,28/07/2020,27/10/2020,05103620000170,NETSCAN DIGITAL LTDA,1830.0000,1830.0000
22020,Objeto: Contratação de serviços continuados de ASSISTENTE ADMINISTRATIVO-- com execução mediante o regime de empreitada por preço global e dedicação exclusiva de mão de obra-- para atender às necessidades das unidades circunscritas no estado de Minas Gerais.,Fundamento Legal: Lei 10.520/2002--- Decreto 5.450/2005--- Lei 8.666/1993,Pregão,Retificação - Publicado,63000,Advocacia-Geral da União,63000,Advocacia-Geral da União - Unidades com víncu,110592,UNIDADE DE ATENDIMENTO EM MINAS GERAIS,10/07/2020,04/08/2020,13/07/2020,13/07/2021,10581285000155,WS SERVICOS TERCEIRIZADOS LTDA,6047666.1600,6047666.1600
372020,OBJETO: Kits reagentes para realização de exames laboratoriais com comodato,Fundamento Legal: Pregão Eletrônico nº 29/2020 DICOA/DEALF/CBMDF,Sem Informação,Pendente,25000,Ministério da Economia,25915,Fundo Constitucional do Distrito Federal,170394,FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF,28/07/2020,03/08/2020,28/07/2020,28/07/2021,04086552000115,BIOPLASMA PRODUTOS PARA LABORATORIO E CORRELATOS LTDA,953363.2000,953363.2000
132018,Objeto: O presente Contrato tem por objeto o fornecimento-- pela CONTRATADA-- de energia elétrica para Administração das Hidrovias do Nordeste.,Fundamento Legal: Lei nº 8.666,Dispensa de Licitação,Publicado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,390073,ADM.HIDROVIARIA DAS HIDROVIAS NORDESTE-DNIT,13/06/2018,04/08/2020,01/07/2018,31/12/2022,06272793000184,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A,54000.0000,54000.0000
92020,Objeto: Serviços de pintura caiada de meio fio-- capina manual-- aceiro-- jardinagem-- roçada mecanizada/rastelagem incluindo descarte de resíduos-- com o fornecimento de todos os insumos entre outros-- em proveito do CINDACTA IV-- no estado do Pará.,Fundamento Legal: Lei nº 8.666-- de 21/06/1993-- da Lei nº 10.520-- de 17/07/2002-- do Decreto nº 9.507-- de 21/09/2018 e suas alterações.,Pregão,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120630,GRUPAMENTO DE APOIO DE MANAUS,01/07/2020,04/08/2020,01/07/2020,01/07/2021,02758847000165,RAZAO CONSULTORIAS E GESTAO CONTABIL LTDA,2019992.5500,2019992.5500
742020,Objeto: Prestação e utilização de serviço público de fornecimento de energia elétrica,Fundamento Legal: 8.666/93,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26282,Universidade Federal de Viçosa,154051,UNIVERSIDADE FEDERAL DE VICOSA,31/07/2020,07/08/2020,01/08/2020,,06981180000116,CEMIG DISTRIBUICAO S.A,579920.6400,579920.6400
32020,Objeto: Contratação de serviços de apoio à rea-lização do Exame Intelectual do Concurso de - Admissão ao Curso de Formação de Sargentos do -Exército Brasileiro 2020/2021.,Fundamento Legal: Lei 8.666/93 e Lei nº 10.520/2020,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160148,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,18/06/2020,06/08/2020,18/06/2020,18/12/2020,07843902000139,METROPOLE SOLUCOES EMPRESARIAIS E GOVERNAMENTAIS EIRELI,43814.7000,43814.7000
342020,Objeto: Contratação de empresa para execução dereformas de quadros gerais de baixa tensão nos Bloco 1DCP e 1ECP-- localizados no Campus Pontalda Universidade Federal de Uberlândia em Ituiutaba-MG.,Fundamento Legal: Lei 8.666/93.,Tomada de Preços,Publicado,26000,Ministério da Educação,26274,Fundação Universidade Federal de Uberlândia,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,24/07/2020,04/08/2020,27/07/2020,27/11/2020,10696357000100,COSTA & COSTA CONSTRUCAO E MANUTENCAO EIRELI,59290.2000,59290.2000
222020,Objeto: O objeto do presente instrumento é a contratação de serviços continuados de limpeza e conservação-- com disponibilização de mão de obra em regime de dedicação exclusiva.,Fundamento Legal: Lei 8.666/93,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170106,GERêNCIA REG.DE ADM.DO ME-MATO GROSSO DO SUL,30/07/2020,07/08/2020,01/08/2020,31/12/2020,12578927000192,CG SUL SERVICOS LTDA,19107.1000,19107.1000
32020,Objeto: Contratação de serviços contínuos de Oficial de Serviços Gerais.,Fundamento Legal: Lei 8666/93,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26414,Instituto Federal do Mato Grosso,158333,INST.FED.MATO GROSSO/CAMPUS CUIABÁ,20/01/2020,10/08/2020,01/02/2020,01/02/2021,10439655000114,PEDRO REGINALDO DE ALBERNAZ FARIA E FAGUNDES LTDA,120000.0000,120000.0000
362020,Objeto: Serviços de Telecomunicação para realizar-- no sistema de comodato-- serviços de instalação-- manutenção preventiva-- manutenção corretiva e configuração.,Fundamento Legal: Lei 8666/1993,Pregão,Publicado,26000,Ministério da Educação,26274,Fundação Universidade Federal de Uberlândia,150233,HOSPITAL DE CLINICAS DA UFU,23/07/2020,04/08/2020,30/07/2020,30/07/2021,04238297000774,3CORP TECHNOLOGY S/A INFRAESTRUTURADE TELECOM,132000.0000,132000.0000
62020,Objeto: Contratação de pessoa jurídica especializada para prestação de serviços de NATUREZA CONTINUADA-- em atendimento a demanda do Restaurante Estudantil p/ preparação-- distribuição de refeições e serviços de cozinha-- com disponibilização de MÃO DE OBRA em regime de DECICAÇÃO EXCLUSIVA.,Fundamento Legal: Lei nº 8.666/1993--- Lei nº 10.520/2002--- Decreto nº 9.507/2018--- IN SLTI/MPOG nº 5/2017,Pregão,Publicado,26000,Ministério da Educação,26416,Instituto Federal do Pará,158308,INST.FED.DO PARÁ/CAMPUS CASTANHAL,21/07/2020,07/08/2020,31/07/2020,31/07/2021,11056054000195,SARAM SERVICOS ESPECIALIZADOS LTDA,809080.2000,809080.2000
42020,Objeto: Contratação de pessoa jurídica especializada na prestação de serviços de vigilância armada e desarmada.,Fundamento Legal: Lei 8.666/93-- Lei 10.520/2002-- Decreto 10.024/2019-- IN 05/2017 e legislação correlata.,Pregão,Publicado,26000,Ministério da Educação,26404,Instituto Federal Baiano,155821,INST.FED.BAIANO / CAMPUS SERRINHA,27/07/2020,03/08/2020,09/08/2020,08/08/2021,42035097000118,GUARDSECURE SEGURANCA EMPRESARIAL LTDA,385556.6200,385556.6200
182020,Objeto: Contratação de empresa especializada em prestação de serviço de tecnologia da informação e de gerenciamento de conexões à INFOVIA BRASÍLIA-- conforme Modelo de Negócios V. 4.0 para a Divisão de Tecnologia da Informação do Hospital das Forças Armadas (HFA).,Fundamento Legal: Lei 8.666/93,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52000,Ministério da Defesa - Unidades com vínculo d,112408,HOSPITAL DAS FORCAS ARMADAS,31/07/2020,06/08/2020,31/07/2020,31/07/2021,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),111186.0000,111186.0000
22020,Objeto: Atendimento médico odontologicos.,Fundamento Legal: Lei 8.666 de 93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52904,Fundo do Exército,167041,40º BATALHÃO DE INFANTARIA,30/07/2020,03/08/2020,01/08/2020,31/12/2020,36518006000100,CLINICA MEDICA ODONTOLOGICA SOUTO REIS LTDA,100000.0000,100000.0000
882020,Objeto: Contratação de empresa especializada para prestação dos serviços de Limpeza-- Conservação-- Desinfecção e Arrumamento-- visando atenderas necessidades UNIVASF localizados nos Campi de Juazeiro/BA-- Senhor do Bonfim/BA-- Paulo Afonso e no Espaço Plural em Juazeiro/BA que serão prestados nas condições estabelecidas no Termo-- anexo do Edital.,Fundamento Legal: Lei 8.666/93 e suas alterações posteriores e Lei nº 10.520/02,Pregão,Publicado,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São ,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,28/07/2020,07/08/2020,04/08/2020,04/08/2021,09295682000181,J CARLENA DA SILVA,1438901.3300,1438901.3300
3282020,Objeto: Aquisição de material de consumo (Aquisiição de órteses e próteses sob medida)-- em favor do paaciente João Vitor Nunes Brum - Prontuário: 362737,Fundamento Legal: Parágrafo único do artigo 61 da Lei 8666/93,Pregão - Registro de Preço,Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,250057,INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,04/05/2020,06/08/2020,04/05/2020,04/05/2021,68726355000104,NABOR SOUZA DOS SANTOS ORTOPEDIA TECNICA,270.3000,270.3000
92020,Objeto: Contratação de empresa para execução de atividades de apoio logístico-- administrativo e gestão financeira do Projeto 'Implementação do Núcleo Ecologias-- Epistemologias e promoção da Saúde. NEEPS. Conforme o Projeto Básico.,Fundamento Legal: Lei 8.666/93,Dispensa de Licitação,Publicado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,254450,ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,30/07/2020,03/08/2020,30/07/2020,30/07/2021,02385669000174,FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE,250000.0000,250000.0000
512020,Objeto: Contratação de serviços de gestão de abastecimento da frota do Campus Baixada Santistapelo periodo de 12 (doze) meses.,Fundamento Legal: Lei 8.666/93,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,153031,UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,03/08/2020,05/08/2020,03/08/2020,15/07/2021,05340639000130,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,96505.0300,96505.0300
72020,Objeto: Contratação de serviço de Internet banda larga para atender à agência do IBGE no município de São Mateus/ES.,Fundamento Legal: Art. 57-- caput-- da Lei n° 8.666/1993.,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,114619,UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO,27/07/2020,10/08/2020,04/08/2020,03/08/2021,02687221000105,GURISAT GURINET LTDA,1308.0000,1308.0000
422020,Objeto: Contratação dos serviços especializados de locação e operação de retroescavadeira para terraplanagem e cobertura de vala-- incluindo o fornecimento de materiais-- nas condições estabelecidas em Termo de Referência-- com prazo de Execução de quinze dias e prazo de vigência de 45 dias.,Fundamento Legal: Art. 63-- parágrafo único-- da Lei nº 8.666/1993-- e Art. 1º.,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26419,Instituto Federal do Rio Grande do Sul,158326,INST.FED.DO RS/CAMPUS PORTO ALEGRE - RESTINGA,16/07/2020,07/08/2020,20/07/2020,03/09/2020,14577224000175,PRA TERRAPLANAGEM LTDA,9200.0000,9200.0000
752020,Objeto: Aquisição de 1 impressora laser-- e demais caracterísitcas contidaas no termo de referência e edital-- destinada a ação 8 enfrentamento ao COVID-19 - UNIVASF.,Fundamento Legal: Lei nº 8.666/93 e suas alterações posteriores e Lei n] 10.520/02.,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São ,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,03/07/2020,07/08/2020,03/07/2020,03/07/2021,30948812000124,R P T B DE LIMA COMERCIO E SOLUCOES EM INFORMATICA,4000.0000,4000.0000
452020,Objeto: CONTRATAÇÃO dos Serviços de Manutenção Preventiva e Corretiva de Ar Condicionado e do Sistema de Calefação-- instação e de Desinstalação de Aparelhos de Ar Condicionado com o Fornecimento de Peças e Insumos para o Câmpus de Urupema do IFSC.,Fundamento Legal: Art.-- 62 da Lei 8666/93 e suas alterações,Pregão,Publicado,26000,Ministério da Educação,26438,Instituto Federal de Santa Catarina,158516,INST.FED.DE EDUC.-- CIENC.E TEC.DE STA.CAT/IFSC,06/08/2020,10/08/2020,15/08/2020,15/08/2021,11955729000138,DS MANUTENCAO DE AR CONDICIONADO EIRELI,44400.0000,44400.0000
432020,Objeto: Serviço de manutenção e conservação de bens imóveis-- na adequação das normas da NBR 9050 para permitir acessibilidade das instalaçõesda CIA de Comando da 4ª Região Militar.,Fundamento Legal: Parágrafo único do artigo 61 da Lei 8666/93.,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160118,COMANDO DA 4ª REGIÃO MILITAR,10/07/2020,10/08/2020,13/07/2020,13/07/2021,08334857000150,DHD PRESTACAO DE SERVICOS DE CONSTRUCAO CIVIL LTDA,33190.1800,33190.1800
132020,Objeto: Serviços de pintura caiada de meio fio-- capina manual-- aceiro-- jardinagem-- roçada mecanizada/rastelagem incluindo descarte de resíduos-- com o fornecimento de todos os insumos entre outros-- em proveito do CINDACTA IV-- no estado do Amapá.,Fundamento Legal: Lei nº 8.666-- de 21/06/1993-- da Lei nº 10.520-- de 17/07/2002-- do Decreto nº 9.507-- de 21/09/2018 e suas alterações.,Pregão,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120630,GRUPAMENTO DE APOIO DE MANAUS,01/07/2020,04/08/2020,01/07/2020,01/07/2021,02758847000165,RAZAO CONSULTORIAS E GESTAO CONTABIL LTDA,337128.3700,337128.3700
132020,Objeto: Compra de produtos oriundos da agricultura familiar PNAE-- farinha de mandioca branca.,Fundamento Legal: Lei 8.666/1993-- lei 11.947/2009-- e legislação correlata,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26421,Instituto Federal de Rondônia,158341,INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO,24/07/2020,04/08/2020,24/07/2020,31/12/2020,31568556268,JOAO ANTONIO FERNANDES,2659.5000,2659.5000
62020,Objeto: Contratação de empresa especializada na prestação de serviços de colta-- tratamento e disposição final ambientalmente adequada para os Resíduos de Serviço de Saúde do HUGV.,Fundamento Legal: Lei 8666/93-- Lei 10520/2020,Pregão,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155018,EBSERH HUGV-UFAM,07/07/2020,05/08/2020,16/07/2020,15/07/2021,01330827000126,A DA SILVA LEITE & CIA LTDA,326900.0000,326900.0000
62020,Objeto: Termo de Contrato de prestação de serviços nº 06/2020-- que fazem entre si a Fundação Instituto Brasileiro de Geografia e Estatística - IBGE-- por meio da Unidade Estadual do IBGE em Santa Catarina e a empresa SALETE TERESINHA MUNIZ DO AMARAL 44950144987.,Fundamento Legal: Inciso II-- art. 57-- Lei 8.666-- de 1993.,Dispensa de Licitação,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,114624,UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA,29/07/2020,05/08/2020,01/08/2020,01/02/2023,36248499000106,SALETE TERESINHA MUNIZ DO AMARAL 44950144987,14400.0000,14400.0000
152020,Objeto: Prestação de serviços continuados de impressão corporativa (Outsourcing de impressão).,Fundamento Legal: Lei 13303/2016-- regulamento de licitações e contratos Ebserh,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155019,EBSERH HUJM-UFMT,10/07/2020,03/08/2020,10/07/2020,10/07/2024,08953969000199,CSF SERVICOS DIGITAIS LTDA,738536.2600,738536.2600
112020,Objeto: Distribuição-- pela Contratada-- da publicidade legal impressa e/ou eletrônica do interesse do Contratante,Fundamento Legal: lei 8.666/93,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26448,Universidade Federal do Sul e Sudeste do Pará,158718,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,06/07/2020,05/08/2020,06/07/2020,06/07/2021,09168704000142,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,25853.8500,25853.8500
92020,Objeto: Cntratação de prestação de serviço de serviço de monituoração individual externa-- para controle de indivíduos ocupacionalmente expostos à radiação ionizante-- oriunda da operação com Raios-X Industrial.,Fundamento Legal: Lei nº 13303-- de 2016,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,168006,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF,25/06/2020,04/08/2020,25/06/2020,24/06/2021,87389086000174,PRO-RAD CONSULTORES EM RADIOPROTECAO S/S LTDA,936.0000,936.0000
232020,Objeto: Credenciamento de Organização Civis de Saúde - OCS e Profissionais de Saúde Autônomos de assistência médico/hospitalar-- ambulatorial-- atenção domiciliar-- pré-hospitalar-- atendi- mento de urgência e emergência em regime de 24 horas diárias-- UTI-- remoção e evacuação-- ser- viço de odontologia-- laboratorial.,Fundamento Legal: ART 25-- CAPUT-- LEI 8666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160454,28 BATALHAO DE CACADORES,10/07/2020,04/08/2020,10/07/2020,09/07/2021,31934057000191,ROCHA E NUNES PSICOLOGIA LTDA,30000.0000,30000.0000
22020,Objeto: Fornecimento de água tratada e a prestação de serviços de coleta de esgotos sanitários pela CAER na DRF/BVT/RR e Unidades Jurisdicionadas.,Fundamento Legal: Art. 25 Caput-- da Lei 8.666/93.,Inexigibilidade de Licitação,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170213,DELEGACIA DA RFB EM BOA VISTA,20/07/2020,05/08/2020,20/07/2020,19/01/2023,05939467000115,COMPANHIA DE AGUAS E ESGOTOS DE RORAIMA CAER,139319.1000,139319.1000
92020,Objeto: Contratação de produtos e serviços por meio de pacote de serviços dos Correios presta-dos de forma exclusiva.,Fundamento Legal: Lei 8.666/93,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26417,Instituto Federal da Paraíba,158138,IFPB - REITORIA,27/07/2020,10/08/2020,27/07/2020,27/07/2021,34028316001932,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,12560.2800,12560.2800
1032020,Objeto: Serviço de locação de equipamentos para exames laboratoriais.,Fundamento Legal: Art. 60 e 62 da Lei 8666/93,Pregão - Registro de Preço,Pendente,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120195,CENTRO DE AQUISIÇÕES ESPECÍFICAS,24/06/2020,07/08/2020,24/06/2020,24/06/2022,13281874000106,TOTAL MED COMERCIO E IMPORTACAO DE PRODUTOS MEDICO HOSPITALARES LTDA,2338680.0800,2338680.0800
352020,Objeto: Serviços de Telecomunicação para realizar-- no sistema de comodato-- serviços de instalação-- manutenção preventiva-- manutenção corretiva e configuração.,Fundamento Legal: LEI 8666/1993,Pregão,Publicado,26000,Ministério da Educação,26274,Fundação Universidade Federal de Uberlândia,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,23/07/2020,04/08/2020,30/07/2020,30/07/2021,04238297000774,3CORP TECHNOLOGY S/A INFRAESTRUTURADE TELECOM,408000.0000,408000.0000
22020,Objeto: O objetivo da contratação pretendida é a ampliação da carga instalada para energizaçãode aparelhos condicionadores de ar existentes einstalados na unidade do IFBA Campus Paulo Afonso.,Fundamento Legal: Art. 24 Inciso [II] Portaria n° 306 - 13/12/2001,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26427,Instituto Federal da Bahia,158585,INST. FED. DA BAHIA/CAMPI PAULO AFONSO,29/07/2020,03/08/2020,03/08/2020,03/02/2021,40610420000104,EREL CONSTRUCOES E EMPREENDIMENTOS LTDA,85536.9500,85536.9500
22020,Objeto: Aquisição de 2 (duas) parelhas de motores centro rabeta-- conforme especificações estabelecidas no termo de referência.,Fundamento Legal: Lei 8666/93.,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,786800,BASE FLUVIAL DE LADARIO,24/06/2020,03/08/2020,24/06/2020,18/11/2020,03653015000147,TS - PRODUTOS NAUTICOS LTDA,740000.0000,740000.0000
4622020,Objeto: Contratação de produtos e serviços por meio de Pacote de Serviços dos CORREIOS-- mediante adesão ao Termo de Condições Comerciais e Anexos-- quando contratados serviços específicos-- que permite a compra de produtos e utilização dos diversos serviços dos CORREIOS por meio dos canais de atendimento disponibilizados.,Fundamento Legal: Art. 24-- inciso viii da lei 8.666/1993.,Dispensa de Licitação,Publicado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,393009,SUPERINTEND. REG. NOS ESTADOS AM - DNIT,31/07/2020,07/08/2020,02/08/2020,01/08/2025,34028316000375,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,250000.0000,250000.0000
912020,Objeto: Prestação de serviços de assistência médica domiciliar.,Fundamento Legal: Parágrafo único do art. 61 da Lei 8.666/93,Inexigibilidade de Licitação,A Publicar,52000,Ministério da Defesa,52121,Comando do Exército,160203,2º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO,01/04/2020,11/08/2020,01/04/2020,31/12/2020,26833479000130,MARIA CELESTE SILVA DOS SANTOS EIRELI,80000.0000,80000.0000
